model,quantization,gpu_memory_gb,benchmark,tokens,cache_capacity,total_experts,cache_pct,predictor_ms,layer_compute_ms,transfer_ms,baseline_latency_ms,baseline_hit_rate,baseline_misses,K6_latency_ms,K6_hit_rate,K6_misses,K6_evictions,K6_total_prefetches,K6_dedup_skipped,K6_wasted_prefetches,K6_waste_rate,K6_speedup,K6_miss_reduction,K6_hit_rate_gain,K8_latency_ms,K8_hit_rate,K8_misses,K8_evictions,K8_total_prefetches,K8_dedup_skipped,K8_wasted_prefetches,K8_waste_rate,K8_speedup,K8_miss_reduction,K8_hit_rate_gain,K10_latency_ms,K10_hit_rate,K10_misses,K10_evictions,K10_total_prefetches,K10_dedup_skipped,K10_wasted_prefetches,K10_waste_rate,K10_speedup,K10_miss_reduction,K10_hit_rate_gain
mixtral_8x7b,8bit,16,mmlu,114,64,256,0.25,0.42171200082520954,17.124985008500516,50.0,2911.5960115000867,0.26137609649122806,5389,882.1083393861426,0.8998081140350878,731,22319,21640,16736,15078,0.6967652495378928,3.300723824384497,7.372093023255814,0.6384320175438597,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,16,wikitext_test,256,64,256,0.25,0.3973300016950816,15.61983100604266,50.0,2807.061154693365,0.27899169921875,11813,937.5491522476077,0.8671875,2176,45128,43004,4,28799,0.669681890056739,2.9940415902077606,5.428768382352941,0.58819580078125,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,32,gsm8k,123,157,256,0.61328125,0.4093149980471935,16.353009992279112,50.0,1715.1662384521185,0.6275406504065041,2932,950.215537901824,0.8706808943089431,1018,18760,17887,2777,12809,0.716106669648348,1.8050286172328716,2.880157170923379,0.24314024390243905,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,32,mmlu,114,157,256,0.61328125,0.4127549980476033,17.081447022035718,50.0,1629.5010415472482,0.6615953947368421,2469,880.4284997303856,0.8998081140350878,731,22221,21635,16741,15073,0.6966951698636469,1.8508045139909166,3.377564979480164,0.2382127192982456,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,32,wikitext_test,256,157,256,0.61328125,0.40071700120461173,15.571273010224104,50.0,1651.7963613271713,0.6395263671875,5906,936.1036803657189,0.8671875,2176,39611,37580,5428,26883,0.7153539116551357,1.7645442443745591,2.714154411764706,0.2276611328125,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,4,gsm8k,123,1,256,0.00390625,0.4324280015134718,16.84497201628983,50.0,3739.0391045212746,0.0,7872,3752.8768005697057,0.0,7872,36209,28326,0,10484,0.37011932500176514,0.9963127763623014,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,4,mmlu,114,1,256,0.00390625,0.4244599993689917,17.079653997905552,50.0,3746.5489279329777,0.0,7296,3760.1316479127854,0.0,7296,33583,26276,0,9925,0.37772111432485916,0.9963877009499528,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,4,wikitext_test,256,1,256,0.00390625,0.40265000142971985,15.70523899467662,50.0,3702.567647829652,0.0,16384,3715.452447875403,0.0,16384,59403,43008,0,28802,0.6696893601190477,0.9965321047095842,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,8,gsm8k,123,17,256,0.06640625,0.413296999031445,16.41612803004682,50.0,3724.503088831417,0.00025406504065040653,7870,3636.1025765402605,0.03201219512195122,7620,28279,20664,0,13812,0.6684088269454123,1.02431188626567,1.0328083989501313,0.031758130081300816,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,8,mmlu,114,17,256,0.06640625,0.4200560013705399,16.927053982391953,50.0,3740.7885344540864,0.00027412280701754384,7294,3666.5110282523297,0.02768640350877193,7094,29314,22225,15826,14998,0.6748256467941507,1.020258361594827,1.0281928390188892,0.027412280701754384,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,8bit,8,wikitext_test,256,17,256,0.06640625,0.41365800189669244,15.656624009367079,50.0,3700.6213432997465,0.0001220703125,16382,3613.4677743604407,0.031494140625,15868,58871,43008,0,28802,0.6696893601190477,1.0241190940065132,1.0323922359465592,0.0313720703125,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,16,gsm8k,123,46,256,0.1796875,0.40374800030258484,4.495686989510432,50.0,3342.642471469212,0.00038109756097560977,7869,3355.562407478895,0.00038109756097560977,7869,7835,0,0,0,0.0,0.9961496958063165,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,16,mmlu,114,46,256,0.1796875,0.4025599989981856,4.455645993817598,50.0,3341.264882328479,0.00041118421052631577,7293,3354.146802296421,0.00041118421052631577,7293,7259,0,0,0,0.0,0.9961594048420533,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,16,wikitext_test,256,46,256,0.1796875,0.3910690005577635,4.215432994067669,50.0,3334.3079183101654,0.00018310546875,16381,3346.822126328014,0.00018310546875,16381,16347,0,0,0,0.0,0.9962608685058568,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,32,gsm8k,123,93,256,0.36328125,0.3982259994954802,4.4197790012694895,50.0,2295.0914646259894,0.32698170731707316,5298,2307.8346966098447,0.32698170731707316,5298,5217,0,0,0,0.0,0.9944782735078146,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,32,mmlu,114,93,256,0.36328125,0.39809799974318594,4.458868003217503,50.0,2298.824126980153,0.3262061403508772,4916,2311.563262971935,0.3262061403508772,4916,4835,0,0,0,0.0,0.994488952045637,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,32,wikitext_test,256,93,256,0.36328125,0.38865299872122705,4.211202995735221,50.0,2240.617870863527,0.3419189453125,10782,2253.0547668226063,0.3419189453125,10782,10701,0,0,0,0.0,0.9944799850664001,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,4,gsm8k,123,11,256,0.04296875,0.4035790009365883,4.488026992650703,50.0,3342.803855634741,0.00025406504065040653,7870,3355.718383664712,0.00025406504065040653,7870,7871,0,0,0,0.0,0.9961514863425854,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,4,mmlu,114,11,256,0.04296875,0.41329699972993694,4.509587001055479,50.0,3343.429591051319,0.00027412280701754384,7294,3356.655095042677,0.00027412280701754384,7294,7295,0,0,0,0.0,0.996059915714638,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,4,wikitext_test,256,11,256,0.04296875,0.3929829998523928,4.264879004331306,50.0,3336.085503138602,0.0001220703125,16382,3348.6609591338784,0.0001220703125,16382,16383,0,0,0,0.0,0.9962446314665044,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,8,gsm8k,123,23,256,0.08984375,0.3962940005294513,4.435141001129523,50.0,3340.704999841023,0.00038109756097560977,7869,3353.3864078579654,0.00038109756097560977,7869,7858,0,0,0,0.0,0.9962183278410068,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,8,mmlu,114,23,256,0.08984375,0.4051320001599379,4.477451001992449,50.0,3341.962642590074,0.00041118421052631577,7293,3354.926866595192,0.00041118421052631577,7293,7282,0,0,0,0.0,0.9961357655410609,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
mixtral_8x7b,fp16,8,wikitext_test,256,23,256,0.08984375,0.4046739997866098,4.268607999896631,50.0,3336.009518496692,0.00018310546875,16381,3348.9590864898637,0.00018310546875,16381,16370,0,0,0,0.0,0.9961332558389824,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,16,gsm8k,111,1440,1440,1.0,0.6850679949857295,52.391822616259255,50.0,1851.0974364839158,0.8763138138138138,1318,1313.4850143095193,0.9917417417417418,88,0,1278,55868,719,0.5625978090766823,1.4093022884292379,14.977272727272727,0.115427927927928,1309.8814107059156,0.9924924924924925,80,0,1288,74534,831,0.6451863354037267,1.4131794079636035,16.475,0.1161786786786787,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,16,mmlu,108,1440,1440,1.0,0.6745986676930139,53.70322938760122,50.0,1894.8960238209477,0.8737461419753086,1309,1347.197502956691,0.9912229938271605,91,0,1275,54331,785,0.615686274509804,1.4065465677172233,14.384615384615385,0.11747685185185186,1342.1049103640985,0.9922839506172839,80,0,1288,72554,896,0.6956521739130435,1.4118836830027564,16.3625,0.11853780864197527,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,16,wikitext_test,256,1440,1440,1.0,0.6684040089603513,42.95778392876188,50.0,1297.588376790285,0.9444580078125,1365,1074.7628855053335,0.9942220052083334,142,0,1226,95514,701,0.5717781402936378,1.207325256845079,9.612676056338028,0.04976399739583337,1071.2472605053335,0.9949544270833334,124,0,1244,127621,834,0.6704180064308681,1.2112874633426656,11.008064516129032,0.05049641927083337,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,32,gsm8k,111,1440,1440,1.0,0.6700599915736044,51.834687953193985,50.0,1837.7262045703492,0.8763138138138138,1318,1299.7535903140617,0.9917417417417418,88,0,1278,55868,719,0.5625978090766823,1.4139035416138348,14.977272727272727,0.115427927927928,1296.149986710458,0.9924924924924925,80,0,1288,74534,831,0.6451863354037267,1.4178345279579683,16.475,0.1161786786786787,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,32,mmlu,108,1440,1440,1.0,0.6592559998777384,54.14418534934521,50.0,1905.4789669028034,0.8737461419753086,1309,1357.4122220109803,0.9912229938271605,91,0,1275,54331,785,0.615686274509804,1.4037585163922222,14.384615384615385,0.11747685185185186,1352.3196294183876,0.9922839506172839,80,0,1288,72554,896,0.6956521739130435,1.4090448185850273,16.3625,0.11853780864197527,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,32,wikitext_test,256,1440,1440,1.0,0.6788879996941736,44.017783933629595,50.0,1323.0283769071102,0.9444580078125,1365,1100.4545013997704,0.9942220052083334,142,0,1226,95514,701,0.5717781402936378,1.2022563179342967,9.612676056338028,0.04976399739583337,1096.9388763997704,0.9949544270833334,124,0,1244,127621,834,0.6704180064308681,1.2061094791802633,11.008064516129032,0.05049641927083337,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,4,gsm8k,111,402,1440,0.2791666666666667,0.7076813395057494,53.06706794102987,50.0,4317.753774728861,0.3658033033033033,6758,1690.1435322824043,0.9167605105105106,887,15144,14587,39783,8698,0.5962843627887845,2.554666921630069,7.618940248027058,0.5509572072072073,1723.0264151652873,0.9099099099099099,960,19337,18707,42556,12326,0.6588977388143475,2.5059126991472533,7.039583333333334,0.5441066066066067,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,4,mmlu,108,402,1440,0.2791666666666667,0.6762986638738463,53.76345998545488,50.0,4008.8415581694358,0.43364197530864196,5872,1716.7393927690746,0.9145447530864198,886,15045,14489,37823,8687,0.5995582855959694,2.3351485816977937,6.6275395033860045,0.48090277777777785,1750.535689065371,0.9075038580246914,959,18881,18252,39099,11891,0.6514902476440938,2.2900655971828816,6.123044838373305,0.4738618827160494,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,4,wikitext_test,256,402,1440,0.2791666666666667,0.6689626621470476,43.301828004419804,50.0,3815.4157471060753,0.421630859375,14214,1612.7208509976047,0.8838704427083334,2854,30757,28233,66233,16128,0.571246413771119,2.3658252727035287,4.980378416257883,0.46223958333333337,1622.6817884976047,0.8817952473958334,2905,39721,37146,77161,24515,0.6599633877133473,2.3513025006823187,4.892943201376936,0.46016438802083337,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,8,gsm8k,111,1085,1440,0.7534722222222222,0.6852346621453762,52.466092045108475,50.0,2149.726749623144,0.8144707207207207,1977,1427.4336427758942,0.9683746246246246,337,3789,4465,52603,2576,0.5769316909294513,1.5060081850408293,5.8664688427299705,0.15390390390390396,1437.7940031362546,0.9662162162162162,360,5162,5815,69617,3865,0.6646603611349957,1.4951562914673124,5.491666666666666,0.15174549549549554,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,8,mmlu,108,1085,1440,0.7534722222222222,0.6741639908092717,53.63135198752085,50.0,2114.004299552352,0.8277391975308642,1786,1417.6842353317752,0.9761766975308642,247,2657,3423,52146,2132,0.6228454572012854,1.49116724787281,7.230769230769231,0.1484375,1430.647198294738,0.9734760802469136,275,4107,4845,68813,3418,0.70546955624355,1.4776559182949804,6.494545454545454,0.14573688271604934,,,,,,,,,,,
qwen1_5_moe_a2_7b,4bit,8,wikitext_test,256,1085,1440,0.7534722222222222,0.7055080034382021,44.035274724165596,50.0,1857.8231558799744,0.8331298828125,4101,1293.3100354624912,0.9542643229166666,1124,8109,7998,88691,4496,0.5621405351337835,1.4364870796163054,3.648576512455516,0.12113444010416663,1314.4037854624912,0.9498697916666666,1232,10877,10658,117990,6893,0.6467442296866204,1.413434118516536,3.3287337662337664,0.11673990885416663,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,16,gsm8k,111,1085,1440,0.7534722222222222,0.7103746656794101,97.23175190389156,50.0,3262.841324972677,0.8064001501501501,2063,2537.09752415619,0.9611486486486487,414,3921,4520,52556,2676,0.5920353982300885,1.2860527803549298,4.983091787439614,0.1547484984984986,2533.493920552586,0.9618993993993994,406,5286,5893,69576,3947,0.6697777023587307,1.2878820424645072,5.08128078817734,0.1554992492492493,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,16,mmlu,108,1085,1440,0.7534722222222222,0.6950066714780405,98.57873206337293,50.0,3191.3525324839134,0.8280285493827161,1783,2529.7919518586455,0.9693287037037037,318,2776,3471,52104,2218,0.6390089311437626,1.2615078999437948,5.6069182389937104,0.14130015432098764,2539.0512111179046,0.9673996913580247,338,4252,4927,68724,3557,0.7219403288004871,1.2569075088008212,5.275147928994083,0.13937114197530864,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,16,wikitext_test,256,1085,1440,0.7534722222222222,0.720937339317364,81.89023065070312,50.0,2782.3577231168747,0.8297932942708334,4183,2148.4883442604914,0.9654541015625,849,9479,9643,122135,5695,0.5905838432023229,1.295030401514494,4.926972909305065,0.13566080729166663,2151.0274067604914,0.9649251302083334,862,12602,12753,162060,8519,0.6679996863483102,1.2935017538001454,4.852668213457076,0.1351318359375,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,32,gsm8k,111,1440,1440,1.0,0.6938666714898621,96.24455329279105,50.0,2911.671080828787,0.8746246246246246,1336,2376.522079142742,0.9895833333333334,111,0,1256,55881,701,0.5581210191082803,1.2251815821038297,12.036036036036036,0.11495870870870872,2366.612169232832,0.9916478978978979,89,0,1279,74555,823,0.6434714620797498,1.2303118857757935,15.01123595505618,0.11702327327327322,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,32,mmlu,108,1440,1440,1.0,0.6857479975636428,98.6240627070268,50.0,2969.755282746421,0.8744212962962963,1302,2435.7502717249854,0.9891010802469136,113,0,1251,54355,816,0.6522781774580336,1.2192363549007248,11.52212389380531,0.11467978395061729,2426.9539754286893,0.9909336419753086,94,0,1273,72553,913,0.7172034564021995,1.2236553774044492,13.851063829787234,0.11651234567901236,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,32,wikitext_test,256,1440,1440,1.0,0.7409759948883826,85.93048269798358,50.0,2329.323772251606,0.9443766276041666,1367,2102.966571128927,0.9952392578125,117,0,1251,130749,769,0.6147082334132694,1.107637089543066,11.683760683760683,0.05086263020833337,2100.232196128927,0.9958089192708334,103,0,1265,174506,883,0.6980237154150197,1.1090791658869588,13.271844660194175,0.05143229166666674,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,4,gsm8k,111,61,1440,0.04236111111111111,0.7019719942084824,97.74669471383095,50.0,7145.4702226814925,9.384384384384384e-05,10655,3094.749982974929,0.8475037537537538,1625,21664,20028,25618,10998,0.549131216297184,2.308900642052085,6.556923076923077,0.8474099099099099,3149.7049379298833,0.8360548048048048,1747,22159,20401,23440,11488,0.5631096514876722,2.2686157476635866,6.099026903262736,0.835960960960961,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,4,mmlu,108,61,1440,0.04236111111111111,0.6969493418776741,98.72085065642993,50.0,7168.837452791357,9.645061728395061e-05,10367,3211.9531258853085,0.8279320987654321,1784,21333,19538,23791,10952,0.5605486743781349,2.2319246800388517,5.811098654708521,0.8278356481481481,3268.897570329753,0.8160686728395061,1907,21764,19846,21803,11383,0.5735664617555175,2.193044382258877,5.43628736234924,0.8159722222222222,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,4,wikitext_test,256,61,1440,0.04236111111111111,0.7274520035522679,81.72983854760726,50.0,6761.320812642573,4.0690104166666664e-05,24575,2724.8734107278287,0.8446044921875,3819,50142,46312,58185,25552,0.5517360511314562,2.481333916659485,6.434930610107358,0.8445638020833334,2797.7249732278287,0.8294270833333334,4192,51279,47076,52978,26679,0.5667218965077747,2.416721042040745,5.862356870229007,0.8293863932291667,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,8,gsm8k,111,402,1440,0.2791666666666667,0.6957093267701566,97.11433871587117,50.0,5398.762147198926,0.36082957957957956,6811,2815.9096214918604,0.9024024024024024,1040,15440,14730,39529,8909,0.6048200950441276,1.9172355909415437,6.549038461538461,0.5415728228228229,2818.1618737441127,0.9019331831831832,1045,19471,18756,42401,12411,0.6617082533589251,1.9157033517121274,6.517703349282296,0.5411036036036037,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,8,mmlu,108,402,1440,0.2791666666666667,0.7141866713451842,100.16262135903041,50.0,5138.162171875989,0.43036265432098764,5906,2918.265614951236,0.8964120370370371,1074,15306,14562,37566,8917,0.6123472050542508,1.760690372237363,5.499068901303538,0.46604938271604945,2939.0989482845694,0.8920717592592593,1119,19061,18272,39037,12033,0.6585485989492119,1.7482099998283223,5.277926720285969,0.46170910493827166,,,,,,,,,,,
qwen1_5_moe_a2_7b,8bit,8,wikitext_test,256,402,1440,0.2791666666666667,0.6982599950473135,80.83338803549607,50.0,4720.274750351906,0.4207763671875,14235,2417.8923652330413,0.9039306640625,2361,34951,32920,91701,20181,0.6130315917375455,1.9522269966293377,6.0292249047013975,0.483154296875,2427.2673652330413,0.9019775390625,2409,44000,41921,100137,28246,0.6737911786455476,1.9446867773870942,5.909090909090909,0.481201171875,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,16,gsm8k,111,402,1440,0.2791666666666667,0.434668000942717,18.273356020450592,50.0,3512.434418364688,0.35960960960960964,6824,1231.425008945872,0.8369932432432432,1737,12314,10907,16288,5660,0.5189327954524617,2.852333185413712,3.928612550374208,0.47738363363363356,1154.3979819188446,0.8530405405405406,1566,15364,14128,20778,8751,0.6194082672706682,3.042654676618809,4.3575989782886335,0.49343093093093093,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,16,mmlu,108,402,1440,0.2791666666666667,0.43247466736162704,19.265086663266022,50.0,3210.0472651035698,0.42756558641975306,5935,1270.8896200832116,0.8337191358024691,1724,11769,10375,16071,5627,0.5423614457831325,2.5258269596169898,3.4425754060324825,0.4061535493827161,1236.6303608239525,0.8408564814814815,1650,15201,13881,19933,8823,0.6356170304733089,2.59580175838862,3.596969696969697,0.41329089506172845,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,16,wikitext_test,256,402,1440,0.2791666666666667,0.42157200114646304,15.253317325686416,50.0,3149.087428316474,0.4202067057291667,14249,1306.6660938439886,0.80615234375,4764,21866,17432,13288,7849,0.4502638825149151,2.4100169455322717,2.990973971452561,0.3859456380208333,1251.197343843989,0.8177083333333334,4480,28693,24543,16417,13809,0.5626451534042293,2.516859106047728,3.180580357142857,0.3975016276041667,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,32,gsm8k,111,1085,1440,0.7534722222222222,0.43684399818691116,18.47648533185323,50.0,1368.6608731897027,0.8072447447447447,2054,766.532516533576,0.9348723723723724,694,2533,2852,24447,1569,0.550140252454418,1.7855222624854585,2.9596541786743518,0.1276276276276277,798.514498515558,0.9282094594594594,765,3830,4078,32249,2514,0.6164786660127514,1.71400879474831,2.6849673202614377,0.1209647147147147,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,32,mmlu,108,1085,1440,0.7534722222222222,0.41550933488179,18.74797065059344,50.0,1284.6735178364647,0.8260995370370371,1803,744.6457418736277,0.9406828703703703,615,1880,2278,24285,1312,0.5759438103599649,1.7252143477031847,2.9317073170731707,0.11458333333333326,737.7012974291831,0.9421296296296297,600,2608,3021,32335,1995,0.660377358490566,1.741454871115757,3.005,0.11603009259259256,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,32,wikitext_test,256,1085,1440,0.7534722222222222,0.41980666706028086,15.127589323247472,50.0,1190.9918312579393,0.8275146484375,4239,724.8953162673857,0.9267171223958334,1801,5514,4726,25994,2282,0.4828607702073635,1.6429845862304189,2.3536923931149363,0.09920247395833337,742.8640662673856,0.9229736328125,1893,7230,6350,34610,3558,0.5603149606299213,1.6032432921977615,2.2393026941362915,0.095458984375,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,4,gsm8k,111,4,1440,0.002777777777777778,0.43970933502229553,18.574781335890293,50.0,5245.794752061367,0.0,10656,5256.347776101903,0.0,10656,29285,18561,0,4415,0.23786433920586175,0.997992327659803,1.0,0.0,5256.347776101903,0.0,10656,29372,18648,0,4683,0.2511261261261261,0.997992327659803,1.0,0.0,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,4,mmlu,108,4,1440,0.002777777777777778,0.4202400005888194,18.93914931640029,50.0,5254.539583593607,0.0,10368,5264.625343607739,0.0,10368,28529,18093,0,4864,0.26883325042834244,0.9980842397405586,1.0,0.0,5264.625343607739,0.0,10368,28580,18144,0,5112,0.28174603174603174,0.9980842397405586,1.0,0.0,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,4,wikitext_test,256,4,1440,0.002777777777777778,0.41583199977564317,15.029086681082845,50.0,5160.698080345988,0.0,24576,5170.678048340604,0.0,24576,55364,30720,0,13122,0.4271484375,0.9980698918205092,1.0,0.0,5170.678048340604,0.0,24576,65604,40960,0,22405,0.5469970703125,0.9980698918205092,1.0,0.0,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,8,gsm8k,111,61,1440,0.04236111111111111,0.44110400167604286,18.648237356295187,50.0,5247.107246100633,9.384384384384384e-05,10655,1494.630679077795,0.7840653153153153,2301,19016,16704,9885,8350,0.4998802681992337,3.5106379920812016,4.6305953933072574,0.7839714714714715,1470.7568052039214,0.789039039039039,2248,20821,18562,9391,10155,0.5470854433789463,3.567623979392785,4.739768683274021,0.7889451951951952,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,8,mmlu,108,61,1440,0.04236111111111111,0.4245039999174575,19.03182665258646,50.0,5255.837913736149,0.00019290123456790122,10366,1595.1926764008354,0.7649498456790124,2437,18895,16447,9253,8517,0.517845199732474,3.294798171713445,4.253590480098482,0.7647569444444444,1575.285268993428,0.7690972222222222,2394,20501,18096,8843,10123,0.5594053934571176,3.3364356394283505,4.32999164578112,0.7689043209876543,,,,,,,,,,,
qwen1_5_moe_a2_7b,fp16,8,wikitext_test,256,61,1440,0.04236111111111111,0.4237693331670016,15.301633327888945,50.0,5167.043887369335,4.0690104166666664e-05,24575,1740.1049763653436,0.7161051432291666,6977,37706,30718,2,13120,0.42711114004818024,2.969386305740033,3.522287516124409,0.716064453125,1553.1909138653434,0.7550455729166666,6020,46990,40959,1,22404,0.5469860104006445,3.326728119024588,4.082225913621262,0.7550048828125,,,,,,,,,,,
